"","x"
"logLoss",0.446449537793835
"AUC",0.99708432090785
"prAUC",0.954765415753017
"Accuracy",0.967741935483871
"Kappa",0.943856853086062
"Mean_F1",0.973751761141026
"Mean_Sensitivity",0.972549019607843
"Mean_Specificity",0.979304029304029
"Mean_Pos_Pred_Value",0.975038759689922
"Mean_Neg_Pred_Value",0.980814354727398
"Mean_Precision",0.975038759689922
"Mean_Recall",0.972549019607843
"Mean_Detection_Rate",0.32258064516129
"Mean_Balanced_Accuracy",0.975926524455936
