"","x"
"logLoss",0.276271014088361
"AUC",0.991689750692521
"prAUC",0.919237390592502
"Accuracy",0.947368421052632
"Kappa",0.838709677419355
"F1",0.871794871794872
"Sensitivity",0.894736842105263
"Specificity",0.960526315789474
"Pos_Pred_Value",0.85
"Neg_Pred_Value",0.973333333333333
"Precision",0.85
"Recall",0.894736842105263
"Detection_Rate",0.178947368421053
"Balanced_Accuracy",0.927631578947368
