sampleid	investigation	disease_type	experimental_strategy	data_submitting_center_label
s16329	TCGA-HNSC	Head and Neck Squamous Cell Carcinoma	WGS	Harvard Medical School
s16330	TCGA-HNSC	Head and Neck Squamous Cell Carcinoma	WGS	Harvard Medical School
s16340	TCGA-HNSC	Head and Neck Squamous Cell Carcinoma	WGS	Harvard Medical School
s16344	TCGA-HNSC	Head and Neck Squamous Cell Carcinoma	WGS	Harvard Medical School
s5492	TCGA-BRCA	Breast Invasive Carcinoma	WGS	Harvard Medical School
s5641	TCGA-BRCA	Breast Invasive Carcinoma	WGS	Harvard Medical School
s5797	TCGA-BRCA	Breast Invasive Carcinoma	WGS	Harvard Medical School
s5959	TCGA-BRCA	Breast Invasive Carcinoma	WGS	Harvard Medical School
s5962	TCGA-BRCA	Breast Invasive Carcinoma	WGS	Harvard Medical School
s6122	TCGA-BRCA	Breast Invasive Carcinoma	WGS	Harvard Medical School
s6123	TCGA-BRCA	Breast Invasive Carcinoma	WGS	Harvard Medical School
s6124	TCGA-BRCA	Breast Invasive Carcinoma	WGS	Harvard Medical School
s6125	TCGA-BRCA	Breast Invasive Carcinoma	WGS	Harvard Medical School
s6272	TCGA-BRCA	Breast Invasive Carcinoma	WGS	Harvard Medical School
s6461	TCGA-BRCA	Breast Invasive Carcinoma	WGS	Harvard Medical School
s6463	TCGA-BRCA	Breast Invasive Carcinoma	WGS	Harvard Medical School
s6465	TCGA-BRCA	Breast Invasive Carcinoma	WGS	Harvard Medical School
s6466	TCGA-BRCA	Breast Invasive Carcinoma	WGS	Harvard Medical School
s6629	TCGA-BRCA	Breast Invasive Carcinoma	WGS	Harvard Medical School
s6768	TCGA-BRCA	Breast Invasive Carcinoma	WGS	Harvard Medical School
s6773	TCGA-BRCA	Breast Invasive Carcinoma	WGS	Harvard Medical School
s6917	TCGA-BRCA	Breast Invasive Carcinoma	WGS	Harvard Medical School
s6918	TCGA-BRCA	Breast Invasive Carcinoma	WGS	Harvard Medical School
