Feature ID	Taxon
Aquabacterium	Aquabacterium
Aquaspirillum	Aquaspirillum
Aquicella	Aquicella
Aquimarina	Aquimarina
Aquisphaera	Aquisphaera
Aquitalea	Aquitalea
Arachidicoccus	Arachidicoccus
Arcanobacterium	Arcanobacterium
Archangium	Archangium
Arcobacter	Arcobacter
Arenimonas	Arenimonas
Arsenophonus	Arsenophonus
Arthrobacter	Arthrobacter
Asaia	Asaia
Asticcacaulis	Asticcacaulis
Atlantibacter	Atlantibacter
Atopobium	Atopobium
Aurantimicrobium	Aurantimicrobium
Auraticoccus	Auraticoccus
Aureimonas	Aureimonas
Auricoccus	Auricoccus
Auritidibacter	Auritidibacter
Azoarcus	Azoarcus
Azorhizobium	Azorhizobium
Azospira	Azospira
Azospirillum	Azospirillum
Azotobacter	Azotobacter
Bacillus	Bacillus
Bacterioplanes	Bacterioplanes
Bacteriovorax	Bacteriovorax
Bacteroides	Bacteroides
Baekduia	Baekduia
Barnesiella	Barnesiella
Bartonella	Bartonella
Bdellovibrio	Bdellovibrio
Bifidobacterium	Bifidobacterium
Blastochloris	Blastochloris
Blastococcus	Blastococcus
Blastomonas	Blastomonas
Blattabacterium	Blattabacterium
Blautia	Blautia
Bordetella	Bordetella
Borrelia	Borrelia
Borreliella	Borreliella
Bosea	Bosea
Brachybacterium	Brachybacterium
Brachyspira	Brachyspira
Bradyrhizobium	Bradyrhizobium
Brasilonema	Brasilonema
Brenneria	Brenneria
Brevibacillus	Brevibacillus
Brevibacterium	Brevibacterium
Brevundimonas	Brevundimonas
Brochothrix	Brochothrix
Brucella	Brucella
Buchnera	Buchnera
Burkholderia	Burkholderia
Butyricimonas	Butyricimonas
Butyrivibrio	Butyrivibrio
Caballeronia	Caballeronia
Caldilinea	Caldilinea
Calothrix	Calothrix
Campylobacter	Campylobacter
Candidatus.Accumulibacter	Candidatus.Accumulibacter
Candidatus.Annandia	Candidatus.Annandia
Candidatus.Aquiluna	Candidatus.Aquiluna
Candidatus.Arthromitus	Candidatus.Arthromitus
Candidatus.Babela	Candidatus.Babela
Candidatus.Blochmannia	Candidatus.Blochmannia
Candidatus.Cytomitobacter	Candidatus.Cytomitobacter
Candidatus.Desulforudis	Candidatus.Desulforudis
Candidatus.Evansia	Candidatus.Evansia
Candidatus.Fukatsuia	Candidatus.Fukatsuia
Candidatus.Hamiltonella	Candidatus.Hamiltonella
Candidatus.Hodgkinia	Candidatus.Hodgkinia
Candidatus.Kinetoplastibacterium	Candidatus.Kinetoplastibacterium
Candidatus.Methylopumilus	Candidatus.Methylopumilus
Candidatus.Nanopelagicus	Candidatus.Nanopelagicus
Candidatus.Pelagibacter	Candidatus.Pelagibacter
Candidatus.Phaeomarinobacter	Candidatus.Phaeomarinobacter
Candidatus.Phycorickettsia	Candidatus.Phycorickettsia
Candidatus.Planktophila	Candidatus.Planktophila
Candidatus.Prometheoarchaeum	Candidatus.Prometheoarchaeum
Candidatus.Promineofilum	Candidatus.Promineofilum
Candidatus.Reidiella	Candidatus.Reidiella
Candidatus.Symbiobacter	Candidatus.Symbiobacter
Capnocytophaga	Capnocytophaga
Caproiciproducens	Caproiciproducens
Carnobacterium	Carnobacterium
Casimicrobium	Casimicrobium
Castellaniella	Castellaniella
Catenovulum	Catenovulum
Catenulispora	Catenulispora
Caulobacter	Caulobacter
Cedecea	Cedecea
Celeribacter	Celeribacter
Cellulomonas	Cellulomonas
Cellulophaga	Cellulophaga
Cellulosimicrobium	Cellulosimicrobium
Cellvibrio	Cellvibrio
Chamaesiphon	Chamaesiphon
Chelativorans	Chelativorans
Chelatococcus	Chelatococcus
Chitinibacter	Chitinibacter
Chitinimonas	Chitinimonas
Chitinolyticbacter	Chitinolyticbacter
Chitinophaga	Chitinophaga
Chlamydia	Chlamydia
Chlorobaculum	Chlorobaculum
Chlorobium	Chlorobium
Chloroflexus	Chloroflexus
Chondromyces	Chondromyces
Chromobacterium	Chromobacterium
Chromohalobacter	Chromohalobacter
Chroococcidiopsis	Chroococcidiopsis
Chryseobacterium	Chryseobacterium
Chryseoglobus	Chryseoglobus
Citricoccus	Citricoccus
Citrobacter	Citrobacter
Clavibacter	Clavibacter
Cloacibacillus	Cloacibacillus
Cloacibacterium	Cloacibacterium
Clostridioides	Clostridioides
Clostridium	Clostridium
Cnuibacter	Cnuibacter
Cobetia	Cobetia
Cohnella	Cohnella
Collimonas	Collimonas
Collinsella	Collinsella
Colwellia	Colwellia
Comamonas	Comamonas
Conexibacter	Conexibacter
Coriobacterium	Coriobacterium
Corynebacterium	Corynebacterium
Coxiella	Coxiella
Crenobacter	Crenobacter
Croceicoccus	Croceicoccus
Cronobacter	Cronobacter
Cryobacterium	Cryobacterium
Cryptobacterium	Cryptobacterium
Cupriavidus	Cupriavidus
Curtobacterium	Curtobacterium
Curvibacter	Curvibacter
Cutibacterium	Cutibacterium
Cyanobium	Cyanobium
Cylindrospermum	Cylindrospermum
Cyprinivirus	Cyprinivirus
Cystobacter	Cystobacter
Dechloromonas	Dechloromonas
Dehalobacter	Dehalobacter
Deinococcus	Deinococcus
Delftia	Delftia
Denitratisoma	Denitratisoma
Denitrobacterium	Denitrobacterium
Dermabacter	Dermabacter
Dermacoccus	Dermacoccus
Dermatophilus	Dermatophilus
Desulfallas	Desulfallas
Desulfarculus	Desulfarculus
Desulfitobacterium	Desulfitobacterium
Desulfobacca	Desulfobacca
Desulfococcus	Desulfococcus
Desulfosporosinus	Desulfosporosinus
Desulfotomaculum	Desulfotomaculum
Desulfovibrio	Desulfovibrio
Desulfurella	Desulfurella
Desulfurispirillum	Desulfurispirillum
Desulfurivibrio	Desulfurivibrio
Desulfuromonas	Desulfuromonas
Devosia	Devosia
Devriesea	Devriesea
Dialister	Dialister
Diaminobutyricimonas	Diaminobutyricimonas
Diaphorobacter	Diaphorobacter
Dickeya	Dickeya
Dictyoglomus	Dictyoglomus
Dietzia	Dietzia
Dinoroseobacter	Dinoroseobacter
Dolosigranulum	Dolosigranulum
Duganella	Duganella
Dyella	Dyella
Echinicola	Echinicola
Ectothiorhodospira	Ectothiorhodospira
Edaphobacter	Edaphobacter
Edwardsiella	Edwardsiella
Eggerthella	Eggerthella
Egibacter	Egibacter
Eikenella	Eikenella
Elizabethkingia	Elizabethkingia
Empedobacter	Empedobacter
Ensifer	Ensifer
Enterobacter	Enterobacter
Enterocloster	Enterocloster
Enterococcus	Enterococcus
Entomoplasma	Entomoplasma
Epidermidibacterium	Epidermidibacterium
Erwinia	Erwinia
Erysipelatoclostridium	Erysipelatoclostridium
Erythrobacter	Erythrobacter
Escherichia	Escherichia
Eubacterium	Eubacterium
Euzebya	Euzebya
Exiguobacterium	Exiguobacterium
Faecalibacterium	Faecalibacterium
Faecalibaculum	Faecalibaculum
Faecalitalea	Faecalitalea
Fastidiosipila	Fastidiosipila
Ferrimonas	Ferrimonas
Ferriphaselus	Ferriphaselus
Ferrovibrio	Ferrovibrio
Fibrella	Fibrella
Fibrobacter	Fibrobacter
Fictibacillus	Fictibacillus
Filifactor	Filifactor
Fimbriimonas	Fimbriimonas
Finegoldia	Finegoldia
Fischerella	Fischerella
Flagellimonas	Flagellimonas
Flammeovirga	Flammeovirga
Flaviflexus	Flaviflexus
Flavisolibacter	Flavisolibacter
Flavobacterium	Flavobacterium
Flavonifractor	Flavonifractor
Flintibacter	Flintibacter
Fluviicola	Fluviicola
Formosa	Formosa
Francisella	Francisella
Frankia	Frankia
Frateuria	Frateuria
Frederiksenia	Frederiksenia
Friedmanniella	Friedmanniella
Frondihabitans	Frondihabitans
Fusobacterium	Fusobacterium
Gardnerella	Gardnerella
Gemella	Gemella
Gemmata	Gemmata
Gemmatimonas	Gemmatimonas
Gemmatirosa	Gemmatirosa
Gemmobacter	Gemmobacter
Geobacillus	Geobacillus
Geobacter	Geobacter
Georgenia	Georgenia
Gilliamella	Gilliamella
Gloeobacter	Gloeobacter
Gloeocapsa	Gloeocapsa
Gloeomargarita	Gloeomargarita
Gluconobacter	Gluconobacter
Glutamicibacter	Glutamicibacter
Glycocaulis	Glycocaulis
Gordonia	Gordonia
Gordonibacter	Gordonibacter
Gorganvirus	Gorganvirus
Gottschalkia	Gottschalkia
Gramella	Gramella
Granulibacter	Granulibacter
Granulicella	Granulicella
Granulosicoccus	Granulosicoccus
Gryllotalpicola	Gryllotalpicola
Haematobacter	Haematobacter
Haemophilus	Haemophilus
Hafnia	Hafnia
Hahella	Hahella
Halarcobacter	Halarcobacter
Haliscomenobacter	Haliscomenobacter
Haloactinobacterium	Haloactinobacterium
Halobacillus	Halobacillus
Haloferax	Haloferax
Halomonas	Halomonas
Halopiger	Halopiger
Haloplanus	Haloplanus
Halotalea	Halotalea
Halothiobacillus	Halothiobacillus
Hartmannibacter	Hartmannibacter
Helicobacter	Helicobacter
Herbaspirillum	Herbaspirillum
Herbiconiux	Herbiconiux
Herbinix	Herbinix
Herminiimonas	Herminiimonas
Histophilus	Histophilus
Hoyosella	Hoyosella
Humibacter	Humibacter
Hungateiclostridium	Hungateiclostridium
Hungatella	Hungatella
Hydrogenophaga	Hydrogenophaga
Hydrogenophilus	Hydrogenophilus
Hylemonella	Hylemonella
Hymenobacter	Hymenobacter
Hypericibacter	Hypericibacter
Hyphomicrobium	Hyphomicrobium
Idiomarina	Idiomarina
Ilumatobacter	Ilumatobacter
Immundisolibacter	Immundisolibacter
Inhella	Inhella
Intrasporangium	Intrasporangium
Iodobacter	Iodobacter
Isoptericola	Isoptericola
Isosphaera	Isosphaera
Izhakiella	Izhakiella
Janibacter	Janibacter
Jannaschia	Jannaschia
Janthinobacterium	Janthinobacterium
Jatrophihabitans	Jatrophihabitans
Jeongeupia	Jeongeupia
Jeotgalibaca	Jeotgalibaca
Jeotgalibacillus	Jeotgalibacillus
Jeotgalicoccus	Jeotgalicoccus
Jiangella	Jiangella
Jonquetella	Jonquetella
Kangiella	Kangiella
Kerstersia	Kerstersia
Kineococcus	Kineococcus
Kitasatospora	Kitasatospora
Klebsiella	Klebsiella
Kluyvera	Kluyvera
Kocuria	Kocuria
Komagataeibacter	Komagataeibacter
Kosakonia	Kosakonia
Kosmotoga	Kosmotoga
Kozakia	Kozakia
Kribbella	Kribbella
Kurthia	Kurthia
Kutzneria	Kutzneria
Kyrpidia	Kyrpidia
Kytococcus	Kytococcus
Labilibaculum	Labilibaculum
Labilithrix	Labilithrix
Labrenzia	Labrenzia
Labrys	Labrys
Laceyella	Laceyella
Lachnoanaerobaculum	Lachnoanaerobaculum
Lachnoclostridium	Lachnoclostridium
Lachnospira	Lachnospira
Lacibacter	Lacibacter
Lacinutrix	Lacinutrix
Lacrimispora	Lacrimispora
Lactobacillus	Lactobacillus
Lactococcus	Lactococcus
Laribacter	Laribacter
Lautropia	Lautropia
Lawsonella	Lawsonella
Leclercia	Leclercia
Legionella	Legionella
Leifsonia	Leifsonia
Leisingera	Leisingera
Lelliottia	Lelliottia
Lentibacillus	Lentibacillus
Leptolyngbya	Leptolyngbya
Leptothrix	Leptothrix
Leptotrichia	Leptotrichia
Leucobacter	Leucobacter
Leuconostoc	Leuconostoc
Libanicoccus	Libanicoccus
Liberibacter	Liberibacter
Lichenihabitans	Lichenihabitans
Limnobaculum	Limnobaculum
Limnochorda	Limnochorda
Limnoglobus	Limnoglobus
Limnohabitans	Limnohabitans
Listeria	Listeria
Longibaculum	Longibaculum
Luteibacter	Luteibacter
Luteimicrobium	Luteimicrobium
Luteimonas	Luteimonas
Luteipulveratus	Luteipulveratus
Luteitalea	Luteitalea
Luteolibacter	Luteolibacter
Lysinibacillus	Lysinibacillus
Lysobacter	Lysobacter
Macrococcus	Macrococcus
Mageeibacillus	Mageeibacillus
Magnetospirillum	Magnetospirillum
Mannheimia	Mannheimia
Maribacter	Maribacter
Marinitoga	Marinitoga
Marinobacter	Marinobacter
Marinobacterium	Marinobacterium
Marinomonas	Marinomonas
Marinovum	Marinovum
Marisediminicola	Marisediminicola
Maritalea	Maritalea
Marivirga	Marivirga
Marmoricola	Marmoricola
Martelella	Martelella
Massilia	Massilia
Massilistercora	Massilistercora
Mediterraneibacter	Mediterraneibacter
Megamonas	Megamonas
Megasphaera	Megasphaera
Meiothermus	Meiothermus
Melaminivora	Melaminivora
Mesobacillus	Mesobacillus
Mesoplasma	Mesoplasma
Mesorhizobium	Mesorhizobium
Metabacillus	Metabacillus
Methanocella	Methanocella
Methanococcus	Methanococcus
Methanosarcina	Methanosarcina
Methanosphaera	Methanosphaera
Methylibium	Methylibium
Methylobacillus	Methylobacillus
Methylobacterium	Methylobacterium
Methyloceanibacter	Methyloceanibacter
Methylocella	Methylocella
Methylococcus	Methylococcus
Methylocystis	Methylocystis
Methylomicrobium	Methylomicrobium
Methylophilus	Methylophilus
Methylorubrum	Methylorubrum
Methylotenera	Methylotenera
Methyloversatilis	Methyloversatilis
Methylovorus	Methylovorus
Micavibrio	Micavibrio
Microbacterium	Microbacterium
Microbulbifer	Microbulbifer
Micrococcus	Micrococcus
Microcystis	Microcystis
Microlunatus	Microlunatus
Micromonospora	Micromonospora
Micropruina	Micropruina
Microterricola	Microterricola
Microvirga	Microvirga
Microvirgula	Microvirgula
Miniimonas	Miniimonas
Mitsuaria	Mitsuaria
Mixta	Mixta
Mobiluncus	Mobiluncus
Modestobacter	Modestobacter
Mogibacterium	Mogibacterium
Moorella	Moorella
Moraxella	Moraxella
Moritella	Moritella
Mucilaginibacter	Mucilaginibacter
Mumia	Mumia
Murdochiella	Murdochiella
Muribaculum	Muribaculum
Muricauda	Muricauda
Mycobacterium	Mycobacterium
Mycobacteroides	Mycobacteroides
Mycolicibacter	Mycolicibacter
Mycolicibacterium	Mycolicibacterium
Mycoplasma	Mycoplasma
Myroides	Myroides
Myxococcus	Myxococcus
Nakamurella	Nakamurella
Nautilia	Nautilia
Ndongobacter	Ndongobacter
Neisseria	Neisseria
Neoasaia	Neoasaia
Neobacillus	Neobacillus
Neomicrococcus	Neomicrococcus
Neorhizobium	Neorhizobium
Neptunomonas	Neptunomonas
Nesterenkonia	Nesterenkonia
Niabella	Niabella
Niastella	Niastella
Nibribacter	Nibribacter
Nissabacter	Nissabacter
Nitratireductor	Nitratireductor
Nitrobacter	Nitrobacter
Nitrosomonas	Nitrosomonas
Nitrosopumilus	Nitrosopumilus
Nitrosospira	Nitrosospira
Nitrospira	Nitrospira
Nitrospirillum	Nitrospirillum
Niveispirillum	Niveispirillum
Nocardia	Nocardia
Nocardioides	Nocardioides
Nocardiopsis	Nocardiopsis
Nonlabens	Nonlabens
Nonomuraea	Nonomuraea
Nostoc	Nostoc
Noviherbaspirillum	Noviherbaspirillum
Novosphingobium	Novosphingobium
Obesumbacterium	Obesumbacterium
Oceanisphaera	Oceanisphaera
Oceanobacillus	Oceanobacillus
Ochrobactrum	Ochrobactrum
Octadecabacter	Octadecabacter
Odoribacter	Odoribacter
Oenococcus	Oenococcus
Oerskovia	Oerskovia
Olsenella	Olsenella
Opitutus	Opitutus
Orbus	Orbus
Oricola	Oricola
Orientia	Orientia
Ornithinimicrobium	Ornithinimicrobium
Ornithobacterium	Ornithobacterium
Orrella	Orrella
Oryzomicrobium	Oryzomicrobium
Oscillibacter	Oscillibacter
Ottowia	Ottowia
Paenarthrobacter	Paenarthrobacter
Paenibacillus	Paenibacillus
Paeniclostridium	Paeniclostridium
Pahexavirus	Pahexavirus
Paludibacter	Paludibacter
Panacibacter	Panacibacter
Pandoraea	Pandoraea
Pandoravirus	Pandoravirus
Pannonibacter	Pannonibacter
Pantoea	Pantoea
Parabacteroides	Parabacteroides
Paraburkholderia	Paraburkholderia
Paraclostridium	Paraclostridium
Paracoccus	Paracoccus
Paraflavitalea	Paraflavitalea
Parageobacillus	Parageobacillus
Paraoceanicella	Paraoceanicella
Paraoerskovia	Paraoerskovia
Paraphotobacterium	Paraphotobacterium
Parasaccharibacter	Parasaccharibacter
Parasedimentitalea	Parasedimentitalea
Parasphingopyxis	Parasphingopyxis
Parvimonas	Parvimonas
Pasteurella	Pasteurella
Paucibacter	Paucibacter
Pauljensenia	Pauljensenia
Pectobacterium	Pectobacterium
Pediococcus	Pediococcus
Pedobacter	Pedobacter
Pelagibaca	Pelagibaca
Pelobacter	Pelobacter
Peptacetobacter	Peptacetobacter
Peptoniphilus	Peptoniphilus
Peribacillus	Peribacillus
Petrotoga	Petrotoga
Phaeobacter	Phaeobacter
Phascolarctobacterium	Phascolarctobacterium
Phenylobacterium	Phenylobacterium
Phietavirus	Phietavirus
Phocaeicola	Phocaeicola
Photobacterium	Photobacterium
Photorhabdus	Photorhabdus
Phreatobacter	Phreatobacter
Phycicoccus	Phycicoccus
Phycisphaera	Phycisphaera
Phyllobacterium	Phyllobacterium
Pigmentiphaga	Pigmentiphaga
Pimelobacter	Pimelobacter
Piscirickettsia	Piscirickettsia
Pistricoccus	Pistricoccus
Planctomyces	Planctomyces
Planctopirus	Planctopirus
Planktomarina	Planktomarina
Planococcus	Planococcus
Plantactinospora	Plantactinospora
Plantibacter	Plantibacter
Pluralibacter	Pluralibacter
Polaribacter	Polaribacter
Polaromonas	Polaromonas
Polymorphum	Polymorphum
Polynucleobacter	Polynucleobacter
Pontibacter	Pontibacter
Porphyrobacter	Porphyrobacter
Porphyromonas	Porphyromonas
Pragia	Pragia
Prauserella	Prauserella
Prevotella	Prevotella
Prochlorococcus	Prochlorococcus
Propionibacterium	Propionibacterium
Propioniciclava	Propioniciclava
Propionimicrobium	Propionimicrobium
Prosthecochloris	Prosthecochloris
Protaetiibacter	Protaetiibacter
Proteiniphilum	Proteiniphilum
Proteus	Proteus
Providencia	Providencia
Pseudactinotalea	Pseudactinotalea
Pseudanabaena	Pseudanabaena
Pseudarthrobacter	Pseudarthrobacter
Pseudescherichia	Pseudescherichia
Pseudoalteromonas	Pseudoalteromonas
Pseudobacter	Pseudobacter
Pseudogulbenkiania	Pseudogulbenkiania
Pseudolabrys	Pseudolabrys
Pseudoleptotrichia	Pseudoleptotrichia
Pseudomonas	Pseudomonas
Pseudonocardia	Pseudonocardia
Pseudopropionibacterium	Pseudopropionibacterium
Pseudorhodoplanes	Pseudorhodoplanes
Pseudothermotoga	Pseudothermotoga
Pseudoxanthomonas	Pseudoxanthomonas
Psychrobacter	Psychrobacter
Psychromicrobium	Psychromicrobium
Pulveribacter	Pulveribacter
Pusillimonas	Pusillimonas
Pyrococcus	Pyrococcus
Rahnella	Rahnella
Raineyella	Raineyella
Ralstonia	Ralstonia
Ramlibacter	Ramlibacter
Raoultella	Raoultella
Rathayibacter	Rathayibacter
Renibacterium	Renibacterium
Rheinheimera	Rheinheimera
Rhizobacter	Rhizobacter
Rhizobium	Rhizobium
Rhizorhabdus	Rhizorhabdus
Rhodanobacter	Rhodanobacter
Rhodobacter	Rhodobacter
Rhodococcus	Rhodococcus
Rhodocytophaga	Rhodocytophaga
Rhodoferax	Rhodoferax
Rhodomicrobium	Rhodomicrobium
Rhodoplanes	Rhodoplanes
Rhodopseudomonas	Rhodopseudomonas
Rhodospirillum	Rhodospirillum
Rhodovulum	Rhodovulum
Rickettsia	Rickettsia
Rodentibacter	Rodentibacter
Romboutsia	Romboutsia
Roseateles	Roseateles
Roseburia	Roseburia
Roseiflexus	Roseiflexus
Roseimicrobium	Roseimicrobium
Roseitalea	Roseitalea
Roseobacter	Roseobacter
Roseolovirus	Roseolovirus
Roseomonas	Roseomonas
Roseovarius	Roseovarius
Rothia	Rothia
Ruania	Ruania
Rubinisphaera	Rubinisphaera
Rubrivivax	Rubrivivax
Rubrobacter	Rubrobacter
Rufibacter	Rufibacter
Ruminococcus	Ruminococcus
Ruthenibacterium	Ruthenibacterium
Saccharibacillus	Saccharibacillus
Saccharomonospora	Saccharomonospora
Saccharopolyspora	Saccharopolyspora
Saccharothrix	Saccharothrix
Salinarchaeum	Salinarchaeum
Salinibacterium	Salinibacterium
Salinicoccus	Salinicoccus
Salinivibrio	Salinivibrio
Salmonella	Salmonella
Sandaracinobacter	Sandaracinobacter
Sanguibacter	Sanguibacter
Scardovia	Scardovia
Schaalia	Schaalia
Sebaldella	Sebaldella
Segniliparus	Segniliparus
Selenomonas	Selenomonas
Serinicoccus	Serinicoccus
Serpentinomonas	Serpentinomonas
Serratia	Serratia
Shewanella	Shewanella
Shigella	Shigella
Shimwellia	Shimwellia
Shinella	Shinella
Simiduia	Simiduia
Simplicispira	Simplicispira
Sinomonas	Sinomonas
Sinorhizobium	Sinorhizobium
Skermanella	Skermanella
Skunavirus	Skunavirus
Sneathia	Sneathia
Snodgrassella	Snodgrassella
Sodalis	Sodalis
Solibacillus	Solibacillus
Sorangium	Sorangium
Sphaerobacter	Sphaerobacter
Sphaerochaeta	Sphaerochaeta
Sphaerotilus	Sphaerotilus
Sphingobacterium	Sphingobacterium
Sphingobium	Sphingobium
Sphingomonas	Sphingomonas
Sphingopyxis	Sphingopyxis
Sphingorhabdus	Sphingorhabdus
Sphingosinicella	Sphingosinicella
Sphingosinithalassobacter	Sphingosinithalassobacter
Spiribacter	Spiribacter
Spiroplasma	Spiroplasma
Spirosoma	Spirosoma
Sporosarcina	Sporosarcina
Stackebrandtia	Stackebrandtia
Staphylococcus	Staphylococcus
Staphylospora	Staphylospora
Stappia	Stappia
Starkeya	Starkeya
Stella	Stella
Stenotrophomonas	Stenotrophomonas
Sterolibacterium	Sterolibacterium
Stigmatella	Stigmatella
Streptacidiphilus	Streptacidiphilus
Streptococcus	Streptococcus
Streptomonospora	Streptomonospora
Streptomyces	Streptomyces
Streptosporangium	Streptosporangium
Succinivibrio	Succinivibrio
Sulfitobacter	Sulfitobacter
Sulfuricaulis	Sulfuricaulis
Sulfuricella	Sulfuricella
Sulfuriferula	Sulfuriferula
Sulfurifustis	Sulfurifustis
Sulfurihydrogenibium	Sulfurihydrogenibium
Sulfurimonas	Sulfurimonas
Sulfuritalea	Sulfuritalea
Sulfuritortus	Sulfuritortus
Sulfurospirillum	Sulfurospirillum
Synechococcus	Synechococcus
Synechocystis	Synechocystis
Syntrophobotulus	Syntrophobotulus
Tabrizicola	Tabrizicola
Tannerella	Tannerella
Tardibacter	Tardibacter
Tardiphaga	Tardiphaga
Taylorella	Taylorella
Tenacibaculum	Tenacibaculum
Tepidiforma	Tepidiforma
Tessaracoccus	Tessaracoccus
Tetragenococcus	Tetragenococcus
Tetrasphaera	Tetrasphaera
Thalassobius	Thalassobius
Thalassococcus	Thalassococcus
Thalassospira	Thalassospira
Thalassotalea	Thalassotalea
Thauera	Thauera
Thermaerobacter	Thermaerobacter
Thermoanaerobacter	Thermoanaerobacter
Thermoanaerobacterium	Thermoanaerobacterium
Thermobifida	Thermobifida
Thermochromatium	Thermochromatium
Thermococcus	Thermococcus
Thermomicrobium	Thermomicrobium
Thermomonas	Thermomonas
Thermomonospora	Thermomonospora
Thermosipho	Thermosipho
Thermosynechococcus	Thermosynechococcus
Thermus	Thermus
Thioalkalivibrio	Thioalkalivibrio
Thioclava	Thioclava
Thiodictyon	Thiodictyon
Thioflavicoccus	Thioflavicoccus
Thiomicrorhabdus	Thiomicrorhabdus
Thiomicrospira	Thiomicrospira
Thiomonas	Thiomonas
Tissierella	Tissierella
Tolumonas	Tolumonas
Tomitella	Tomitella
Treponema	Treponema
Trichodesmium	Trichodesmium
Trueperella	Trueperella
Tsukamurella	Tsukamurella
Turneriella	Turneriella
Undibacterium	Undibacterium
Ureibacillus	Ureibacillus
Vagococcus	Vagococcus
Variibacter	Variibacter
Variovorax	Variovorax
Veillonella	Veillonella
Verminephrobacter	Verminephrobacter
Vespertiliibacter	Vespertiliibacter
Vibrio	Vibrio
Virgibacillus	Virgibacillus
Vitreoscilla	Vitreoscilla
Vogesella	Vogesella
Vulgatibacter	Vulgatibacter
Weissella	Weissella
Wenyingzhuangia	Wenyingzhuangia
Wenzhouxiangella	Wenzhouxiangella
Winogradskyella	Winogradskyella
Woeseia	Woeseia
Wolbachia	Wolbachia
Xanthobacter	Xanthobacter
Xanthomonas	Xanthomonas
Xenorhabdus	Xenorhabdus
Xylanimicrobium	Xylanimicrobium
Xylanimonas	Xylanimonas
Xylella	Xylella
Xylophilus	Xylophilus
Yersinia	Yersinia
Yoonia	Yoonia
Youhaiella	Youhaiella
Zhihengliuella	Zhihengliuella
Zobellella	Zobellella
