sampleid	investigation	disease_type	experimental_strategy	data_submitting_center_label
s3285	TCGA-BLCA	Bladder Urothelial Carcinoma	WGS	MD Anderson - Institute for Applied Cancer Science
s3286	TCGA-BLCA	Bladder Urothelial Carcinoma	WGS	MD Anderson - Institute for Applied Cancer Science
s3291	TCGA-BLCA	Bladder Urothelial Carcinoma	WGS	MD Anderson - Institute for Applied Cancer Science
s3292	TCGA-BLCA	Bladder Urothelial Carcinoma	WGS	MD Anderson - Institute for Applied Cancer Science
s3295	TCGA-BLCA	Bladder Urothelial Carcinoma	WGS	MD Anderson - Institute for Applied Cancer Science
s3296	TCGA-BLCA	Bladder Urothelial Carcinoma	WGS	MD Anderson - Institute for Applied Cancer Science
s3298	TCGA-BLCA	Bladder Urothelial Carcinoma	WGS	MD Anderson - Institute for Applied Cancer Science
s3299	TCGA-BLCA	Bladder Urothelial Carcinoma	WGS	MD Anderson - Institute for Applied Cancer Science
s3302	TCGA-BLCA	Bladder Urothelial Carcinoma	WGS	MD Anderson - Institute for Applied Cancer Science
s3306	TCGA-BLCA	Bladder Urothelial Carcinoma	WGS	MD Anderson - Institute for Applied Cancer Science
s3307	TCGA-BLCA	Bladder Urothelial Carcinoma	WGS	MD Anderson - Institute for Applied Cancer Science
s3308	TCGA-BLCA	Bladder Urothelial Carcinoma	WGS	MD Anderson - Institute for Applied Cancer Science
s3309	TCGA-BLCA	Bladder Urothelial Carcinoma	WGS	MD Anderson - Institute for Applied Cancer Science
s15506	TCGA-HNSC	Head and Neck Squamous Cell Carcinoma	WGS	MD Anderson - Institute for Applied Cancer Science
s15520	TCGA-HNSC	Head and Neck Squamous Cell Carcinoma	WGS	MD Anderson - Institute for Applied Cancer Science
s15523	TCGA-HNSC	Head and Neck Squamous Cell Carcinoma	WGS	MD Anderson - Institute for Applied Cancer Science
s15526	TCGA-HNSC	Head and Neck Squamous Cell Carcinoma	WGS	MD Anderson - Institute for Applied Cancer Science
s15528	TCGA-HNSC	Head and Neck Squamous Cell Carcinoma	WGS	MD Anderson - Institute for Applied Cancer Science
s15637	TCGA-HNSC	Head and Neck Squamous Cell Carcinoma	WGS	MD Anderson - Institute for Applied Cancer Science
s15652	TCGA-HNSC	Head and Neck Squamous Cell Carcinoma	WGS	MD Anderson - Institute for Applied Cancer Science
s15776	TCGA-HNSC	Head and Neck Squamous Cell Carcinoma	WGS	MD Anderson - Institute for Applied Cancer Science
s15783	TCGA-HNSC	Head and Neck Squamous Cell Carcinoma	WGS	MD Anderson - Institute for Applied Cancer Science
s15784	TCGA-HNSC	Head and Neck Squamous Cell Carcinoma	WGS	MD Anderson - Institute for Applied Cancer Science
s15900	TCGA-HNSC	Head and Neck Squamous Cell Carcinoma	WGS	MD Anderson - Institute for Applied Cancer Science
s15902	TCGA-HNSC	Head and Neck Squamous Cell Carcinoma	WGS	MD Anderson - Institute for Applied Cancer Science
s15904	TCGA-HNSC	Head and Neck Squamous Cell Carcinoma	WGS	MD Anderson - Institute for Applied Cancer Science
s15908	TCGA-HNSC	Head and Neck Squamous Cell Carcinoma	WGS	MD Anderson - Institute for Applied Cancer Science
s15909	TCGA-HNSC	Head and Neck Squamous Cell Carcinoma	WGS	MD Anderson - Institute for Applied Cancer Science
s16040	TCGA-HNSC	Head and Neck Squamous Cell Carcinoma	WGS	MD Anderson - Institute for Applied Cancer Science
s16052	TCGA-HNSC	Head and Neck Squamous Cell Carcinoma	WGS	MD Anderson - Institute for Applied Cancer Science
s16056	TCGA-HNSC	Head and Neck Squamous Cell Carcinoma	WGS	MD Anderson - Institute for Applied Cancer Science
s16209	TCGA-HNSC	Head and Neck Squamous Cell Carcinoma	WGS	MD Anderson - Institute for Applied Cancer Science
s16333	TCGA-HNSC	Head and Neck Squamous Cell Carcinoma	WGS	MD Anderson - Institute for Applied Cancer Science
s16342	TCGA-HNSC	Head and Neck Squamous Cell Carcinoma	WGS	MD Anderson - Institute for Applied Cancer Science
